2017-05-10 09:53:55 | (com.phunware.core.api.tests.Client) | [verify_Get_ClientDetails] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/clients/468
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Client) | [verify_Put_Update_Invalid_Client] | REQUEST-URL:PUT-http://core-api-stage.phunware.com/v2.0/clients/000
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Client) | [verify_Put_Update_Invalid_Client] | REQUEST-URL:BODY-{
  "data": {
    "name": "ClientNameToBeChanged",
    "org_id": "OrgIdToBeChanged",
    "category_id": "ClientCategoryIdToBeChanged",
    "type": "ClientTypeToBeChanged"
  }
}

2017-05-10 09:53:59 | (com.phunware.core.api.tests.Client) | [verify_Put_Update_Invalid_Client] | RESPONSE:{"error":{"message":"Client not found."}}
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Client) | [verify_Delete_Client] | REQUEST-URL:DELETE-http://core-api-stage.phunware.com/v2.0/clients/628
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Client) | [verify_Delete_Client] | SKipping HttpResponseException
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Organization_Details] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/organizations/132
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Organization_Details] | RESPONSE:{"data":{"id":132,"name":"QA Automation Core API **DON'T USE**","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-07T20:54:07Z","updated_at":null}}
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Organization_Details_InvalidOrgID] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/organizations/000
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Organization_Details_InvalidOrgID] | RESPONSE:{"error":{"message":"The specified organization does not exist."}}
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Organization_Details_InvalidAuthorization] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/organizations/eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTY1OSwiZW1haWwiOiJubG92ZXJpZGdlMUBwaHVud2FyZS5jb20iLCJmaXJzdF9uYW1lIjoiTmljayIsImxhc3RfbmFtZSI6IkxvdmVyaWRnZSIsIm9yZ3MiOltdLCJzZXNzaW9uX2lkIjoiZGY2NjFjYzhlNmI1ODU4ZGZlZjM0OWQ4OGM3YWFmMjAzYzJnYmRjOSIsIm9yZ19pZCI6bnVsbCwib3JnX25hbWUiOiIifQ.SzV5HE1ozJrFgECtnNLXlQwnkk_1grs6hpfAO1McX7o
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Organization_Details_InvalidAuthorization] | RESPONSE:{"status":"access denied","msg":"invalid token"}
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/organizations
2017-05-10 09:53:59 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations] | QUERY PARMETERS-{"name":"QA"}
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations] | RESPONSE:{"offset":0,"totalCount":127,"resultCount":15,"data":[{"id":187,"name":"CME Portal Mod (QA)","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2017-02-10T03:02:04Z","updated_at":null},{"id":123,"name":"Detailed Reporting QA","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-09-22T20:30:24Z","updated_at":null},{"id":170,"name":"Managed Providers (QA)","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-12-07T19:22:08Z","updated_at":null},{"id":110,"name":"MNW 3.0 QA","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-02-02T20:21:03Z","updated_at":null},{"id":160,"name":"MNW: Managed Provider (Azul) QA","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-12-07T19:22:08Z","updated_at":null},{"id":98,"name":"qa","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":"2016-10-20T15:20:20Z"},{"id":99,"name":"QA App Builder Old","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":"2016-05-24T15:04:47Z"},{"id":106,"name":"QA AppBuilder","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-02-02T20:21:03Z","updated_at":null},{"id":7,"name":"QA Automation","tapit_api_token":"30b69d115056fdbf20d7df458351a99d97924990","tapit_signature_token":"a40cd4fc2b2583645eb1a6341e4d70f222146428","is_active":1,"created_at":"2013-07-26T16:22:33Z","updated_at":"2015-05-18T16:42:40Z"},{"id":132,"name":"QA Automation Core API **DON'T USE**","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-07T20:54:07Z","updated_at":null},{"id":130,"name":"QA CME Testing","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-01T18:35:52Z","updated_at":"2017-03-14T21:34:58Z"},{"id":126,"name":"QA core api","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-10-19T15:31:18Z","updated_at":"2016-11-18T23:31:28Z"},{"id":139,"name":"QA dummy org 2","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-09T21:15:25Z","updated_at":"2016-11-17T22:44:34Z"},{"id":135,"name":"QA dummy org 25","tapit_api_token":"string","tapit_signature_token":"string","is_active":1,"created_at":"2016-11-08T19:52:06Z","updated_at":"2016-11-17T23:01:45Z"},{"id":143,"name":"QA dummy org 4","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-16T19:51:21Z","updated_at":"2016-11-17T22:56:25Z"}]}
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations_NameWithEmptyString] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/organizations
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations_NameWithEmptyString] | QUERY-PARAMERTERS:{"name":""}
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations_NameWithEmptyString] | RESPONSE:{"offset":0,"totalCount":127,"resultCount":15,"data":[{"id":64,"name":"1app","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2015-07-31T20:13:13Z","updated_at":null},{"id":134,"name":"2x","tapit_api_token":"string","tapit_signature_token":"string","is_active":1,"created_at":"2016-11-08T19:52:06Z","updated_at":null},{"id":131,"name":"3200 - S3 Validation","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-04T20:52:06Z","updated_at":null},{"id":138,"name":"500 org","tapit_api_token":"string","tapit_signature_token":"string","is_active":1,"created_at":"2016-11-09T20:29:48Z","updated_at":null},{"id":74,"name":"749 dup","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2015-11-07T08:06:49Z","updated_at":null},{"id":92,"name":"858 Retest","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":null},{"id":87,"name":"Advertising Org","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":null},{"id":59,"name":"App Framework Templates","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2015-07-31T20:12:15Z","updated_at":null},{"id":79,"name":"Appbuilder API Testing","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":null},{"id":61,"name":"Austin","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2015-07-31T20:13:13Z","updated_at":null},{"id":72,"name":"Automation Org","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2015-11-07T08:06:49Z","updated_at":null},{"id":122,"name":"Ben Beadle SAML Demo","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-09-12T22:25:17Z","updated_at":null},{"id":44,"name":"Brag","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2014-01-24T23:36:01Z","updated_at":"2014-08-05T17:05:23Z"},{"id":50,"name":"Brag_Prod_Clone","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2014-07-28T19:28:48Z","updated_at":null},{"id":78,"name":"brandname","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":null}]}
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations_Pagination] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/organizations
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations_Pagination] | QUERY-PARAMERTERS:    {"name":"qa","offset":"1","limit":"15","org_id":""}
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations_Pagination] | RESPONSE:{"offset":"1","totalCount":127,"resultCount":15,"data":[{"id":123,"name":"Detailed Reporting QA","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-09-22T20:30:24Z","updated_at":null},{"id":170,"name":"Managed Providers (QA)","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-12-07T19:22:08Z","updated_at":null},{"id":110,"name":"MNW 3.0 QA","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-02-02T20:21:03Z","updated_at":null},{"id":160,"name":"MNW: Managed Provider (Azul) QA","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-12-07T19:22:08Z","updated_at":null},{"id":98,"name":"qa","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":"2016-10-20T15:20:20Z"},{"id":99,"name":"QA App Builder Old","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-01-01T17:14:11Z","updated_at":"2016-05-24T15:04:47Z"},{"id":106,"name":"QA AppBuilder","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-02-02T20:21:03Z","updated_at":null},{"id":7,"name":"QA Automation","tapit_api_token":"30b69d115056fdbf20d7df458351a99d97924990","tapit_signature_token":"a40cd4fc2b2583645eb1a6341e4d70f222146428","is_active":1,"created_at":"2013-07-26T16:22:33Z","updated_at":"2015-05-18T16:42:40Z"},{"id":132,"name":"QA Automation Core API **DON'T USE**","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-07T20:54:07Z","updated_at":null},{"id":130,"name":"QA CME Testing","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-01T18:35:52Z","updated_at":"2017-03-14T21:34:58Z"},{"id":126,"name":"QA core api","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-10-19T15:31:18Z","updated_at":"2016-11-18T23:31:28Z"},{"id":139,"name":"QA dummy org 2","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-09T21:15:25Z","updated_at":"2016-11-17T22:44:34Z"},{"id":135,"name":"QA dummy org 25","tapit_api_token":"string","tapit_signature_token":"string","is_active":1,"created_at":"2016-11-08T19:52:06Z","updated_at":"2016-11-17T23:01:45Z"},{"id":143,"name":"QA dummy org 4","tapit_api_token":null,"tapit_signature_token":null,"is_active":1,"created_at":"2016-11-16T19:51:21Z","updated_at":"2016-11-17T22:56:25Z"},{"id":128,"name":"QA dummy org.","tapit_api_token":"1","tapit_signature_token":"1","is_active":1,"created_at":"2016-10-26T15:10:50Z","updated_at":"2016-11-03T15:43:27Z"}]}
2017-05-10 09:54:00 | (com.phunware.core.api.tests.Organization) | [verify_Get_Collection_Of_Organizations_Pagination_EmptyName] | REQUEST-URL:GET-http://core-api-stage.phunware.com/v2.0/organizations
